"b","bF","nb","x1","y0","tauib","y1"
10,"10",800,458,9674.23252757361,-62014.3423561348,0
10,"10",800,464,9799.2895074142,-61293.6821297824,0
10,"10",800,455,9609.33286203567,-58241.3661742153,0
10,"10",800,453,9566.95391938054,-57495.5648742035,0
10,"10",800,447,9439.89568703083,-61660.1843320536,0
10,"10",800,456,9629.8306053375,-57640.3255955642,0
10,"10",800,431,9101.98329043891,-59797.2292518652,0
10,"10",800,463,9777.93302499519,-57155.6422590835,0
10,"10",800,495,10453.4041555524,-60011.7405019758,0
10,"10",800,425,8975.47926496849,-62081.2852148723,0
10,"10",800,439,9271.69917266659,-61039.1810532673,0
10,"10",800,439,9270.83509762477,-59570.8945731823,0
10,"10",800,477,10073.3746696378,-61337.9648911832,0
10,"10",800,468,9884.73360778384,-61887.1842734192,0
10,"10",800,445,9397.6280009903,-59654.6072953805,0
10,"10",800,452,9545.52048888957,-58522.7178012016,0
10,"10",800,439,9271.0159375766,-64039.6681522186,0
10,"10",800,476,10053.1568838854,-61534.4297232382,0
10,"10",800,477,10073.663291308,-62244.5654019477,0
10,"10",800,461,9735.39326423152,-62180.981804517,0
10,"10",800,457,9650.92232047831,-61234.0721930741,0
10,"10",800,425,8975.29961994106,-62848.2303544523,0
10,"10",800,443,9355.7254467631,-60997.2450975113,0
10,"10",800,452,9548.89257610999,-61503.4183267352,0
10,"10",800,463,9784.88766245459,-60093.7404763408,0
10,"10",800,397,0,-60481.9354131018,0
10,"10",800,463,9777.8392164244,-58806.7504703869,0
10,"10",800,481,10159.2878835417,-56380.5663144411,0
10,"10",800,469,9904.54037523625,-58074.3190032324,0
10,"10",800,476,10052.2977385395,-62914.99916387,0
10,"10",800,497,10495.6439812871,-56738.8292465221,0
10,"10",800,468,9885.14363265869,-56154.2030995685,0
10,"10",800,463,9777.65013762729,-61328.737635957,0
10,"10",800,415,0,-59507.5699533528,0
10,"10",800,415,0,-56288.2982947725,0
10,"10",800,451,9527.85677074094,-61895.8274633911,0
10,"10",800,467,9862.25438757669,-59104.7450133137,0
10,"10",800,472,9968.27235998631,-56732.0743256661,0
10,"10",800,423,8932.93647238958,-63209.197801028,0
10,"10",800,447,9439.97731384935,-61505.0277021987,0
10,"10",800,471,9946.59525419946,-62317.3482231295,0
10,"10",800,450,9503.72839359494,-61129.9894781256,0
10,"10",800,468,9890.53978714718,-59098.1299220588,0
10,"10",800,491,10369.9840725721,-58662.2468519981,0
10,"10",800,449,9482.10712822948,-62027.3178232279,0
10,"10",800,432,9123.30495794553,-61225.7526947881,0
10,"10",800,460,9714.59635989063,-56714.3932580052,0
10,"10",800,465,9820.7791674136,-57872.8859411485,0
10,"10",800,441,9313.18761061619,-61357.8135646273,0
10,"10",800,430,9084.13568277611,-56456.6331307365,0
10,"10",800,444,9376.46605564525,-59418.400763284,0
10,"10",800,461,9736.281428994,-60872.3203599291,0
10,"10",800,443,9355.72745517223,-64070.0373050633,0
10,"10",800,459,9693.48612832084,-62976.8790027871,0
10,"10",800,459,9693.16938877696,-64029.6038764823,0
10,"10",800,454,9593.08630966862,-59783.3854004773,0
10,"10",800,447,9441.07749694374,-62250.5890270695,0
10,"10",800,489,10327.710834071,-60664.7567898694,0
10,"10",800,438,9250.00760316592,-55902.4415485196,0
10,"10",800,490,10350.983981529,-65515.7747411339,0
10,"10",800,435,9188.51616659124,-60252.9217398587,0
10,"10",800,410,0,-63063.9548797692,0
10,"10",800,437,9230.42254820713,-61770.026795777,0
10,"10",800,455,9614.99974325979,-58703.7313705446,0
10,"10",800,459,9693.16211431235,-62363.8858713545,0
10,"10",800,445,9399.00671569922,-57439.9394370367,0
10,"10",800,449,9482.3114608836,-56315.8292603711,0
10,"10",800,459,9699.94437979007,-61257.5541885898,0
10,"10",800,448,9460.86419197776,-58158.544237196,0
10,"10",800,405,0,-57976.8613574418,0
10,"10",800,424,8954.03591771304,-56674.6642634687,0
10,"10",800,445,9397.81373960903,-59550.0887652896,0
10,"10",800,435,9188.50807959126,-61381.0907559403,0
10,"10",800,455,9610.35838096267,-62864.0969726891,0
10,"10",800,444,9376.49010647575,-60605.9308684847,0
10,"10",800,464,9801.82898086455,-59980.7981118373,0
10,"10",800,493,10411.5116376377,-60435.655040264,0
10,"10",800,443,9356.03600481813,-59237.3397426113,0
10,"10",800,446,9419.14525172089,-59307.9038313869,0
10,"10",800,466,9841.5191434053,-60227.2445799331,0
10,"10",800,423,8932.97514438242,-60539.1992327678,0
10,"10",800,450,9503.2164898654,-60726.294426859,0
10,"10",800,446,9419.24844318526,-59067.5141345644,0
10,"10",800,431,9101.85664935984,-59286.102493386,0
10,"10",800,437,9228.58714551039,-63227.5294727358,0
10,"10",800,431,9102.96412264007,-57997.2193319196,0
10,"10",800,435,9187.50673224509,-61396.8821049102,0
10,"10",800,479,10121.3576047723,-60557.7712070517,0
10,"10",800,462,9757.32614014667,-60068.4054031719,0
10,"10",800,470,9925.45401532866,-58136.3553122644,0
10,"10",800,441,9316.65983183342,-60727.3261163027,0
10,"10",800,434,9169.1451919343,-60980.3507974427,0
10,"10",800,489,10328.0289770279,-57317.7072472997,0
10,"10",800,454,9587.88679417583,-66279.6581063783,0
10,"10",800,463,9777.63217918146,-59459.1857275474,0
10,"10",800,443,9356.50173737823,-55922.0825584144,0
10,"10",800,444,9376.43604718868,-58985.9716047486,0
10,"10",800,480,10138.8617178421,-55234.6991269052,0
10,"10",800,487,10285.75511701,-56110.6174480692,0
10,"10",800,442,9334.83188840933,-61354.9191312068,0
10,"10",800,474,10010.7662009816,-56261.3381978268,0
10,"10",800,443,9355.53057328312,-58123.9426935728,0
10,"10",800,463,9780.86834121433,-57894.2446119773,0
10,"10",800,419,8849.89850721556,-66820.3901364661,0
10,"10",800,496,10474.6567302479,-62666.9681789803,0
10,"10",800,460,9718.39076965378,-60103.2247694104,0
10,"10",800,483,10200.0659720921,-62761.4568340555,0
10,"10",800,501,10580.823324847,-62496.81645683,0
10,"10",800,465,9821.55278071149,-63346.4756867071,0
10,"10",800,433,9144.25625687508,-62060.477850382,0
10,"10",800,434,9167.11807419191,-62783.3079593134,0
10,"10",800,481,10157.9168485018,-58316.6487040084,0
10,"10",800,453,9566.73475446456,-57787.4360105846,0
10,"10",800,447,9442.92556369876,-62682.3465450464,0
10,"10",800,448,9461.0728582295,-62030.8388054601,0
10,"10",800,451,9524.25813809827,-59454.4192777529,0
10,"10",800,469,9905.47368274164,-61186.3534778095,0
10,"10",800,460,9715.92203191725,-58092.9277687281,0
10,"10",800,444,9376.83479837522,-62255.2383507739,0
10,"10",800,439,9270.79937886315,-55492.4293061862,0
10,"10",800,484,10221.6233758333,-59732.6022899746,0
10,"10",800,462,9758.30295923913,-62987.0194603033,0
10,"10",800,447,9439.8062997471,-61097.0438885698,0
10,"10",800,462,9757.32059843521,-57628.3654704186,0
10,"10",800,458,9672.04480689266,-64356.6580626233,0
10,"10",800,466,9842.00523631307,-63305.1948160045,0
10,"10",800,491,10369.5092627799,-58536.733679423,0
10,"10",800,493,10411.9865807661,-61981.0781522977,0
10,"10",800,470,9926.97088100847,-62379.8764002719,0
10,"10",800,426,8996.27483811525,-60219.523164059,0
10,"10",800,445,9397.84023643474,-55158.1582941805,0
10,"10",800,471,9947.5310864237,-63716.1011139519,0
10,"10",800,436,9209.32640450118,-62367.5742320525,0
10,"10",800,449,9483.04641457799,-60925.0200348027,0
10,"10",800,451,9524.27171483336,-61778.77509564,0
10,"10",800,456,9629.92128393471,-56554.7061806387,0
10,"10",800,415,0,-59806.4566589076,0
10,"10",800,425,8975.58672458322,-61246.6644757573,0
10,"10",800,417,0,-58395.1104556584,0
10,"10",800,417,0,-58761.4315262527,0
10,"10",800,407,0,-57495.9949752196,0
10,"10",800,451,9524.24326892138,-56921.5310636651,0
10,"10",800,444,9376.5277246799,-60973.0135919536,0
10,"10",800,450,9503.68793439063,-60117.7171892162,0
10,"10",800,485,10242.4272151687,-57009.6814366204,0
10,"10",800,483,10200.025722481,-58442.6670110063,0
10,"10",800,457,9650.9206914535,-62059.6926017216,0
10,"10",800,456,9630.56557312203,-57059.4295847799,0
10,"10",800,457,9650.93425281125,-57616.7177553422,0
10,"10",800,456,9630.58069310658,-60459.8141961057,0
10,"10",800,465,9820.7177352475,-59727.0092221033,0
10,"10",800,463,9778.23494776998,-59794.1312198373,0
10,"10",800,487,10285.8870613068,-59836.0682404726,0
10,"10",800,474,10011.6173155676,-58252.9799710269,0
10,"10",800,429,9059.73408919615,-62130.732243051,0
10,"10",800,419,8849.32228258143,-61222.7232466775,0
10,"10",800,477,10073.8646727078,-60282.0614249111,0
10,"10",800,442,9335.8748023933,-60546.6261705166,0
10,"10",800,408,0,-60186.9212047516,0
10,"10",800,493,10411.2493949215,-61270.1773841307,0
10,"10",800,469,9904.36415708957,-62853.4233612212,0
10,"10",800,452,9545.35814084569,-60629.5909301243,0
10,"10",800,425,8976.11604137656,-62981.5891163541,0
10,"10",800,458,9672.32634634591,-60786.1115465207,0
10,"10",800,429,9059.6752000752,-60885.7947450018,0
10,"10",800,479,10115.5159140505,-54849.1654585493,0
10,"10",800,473,9989.32625880151,-60342.1802798269,0
10,"10",800,441,9313.39433873671,-57291.8639472274,0
10,"10",800,469,9907.92411484733,-59918.5784399142,0
10,"10",800,444,9377.93894168438,-59008.2249667927,0
10,"10",800,424,8959.51613928162,-55778.5304194324,0
10,"10",800,460,9714.27711935211,-60496.4594446827,0
10,"10",800,464,9799.39511793796,-60128.4621100511,0
10,"10",800,446,9418.63085717677,-61126.7489380199,0
10,"10",800,491,10369.153738603,-60889.8379500303,0
10,"10",800,487,10285.0872574119,-60954.2024958771,0
10,"10",800,432,9122.97477465953,-59933.7738282604,0
10,"10",800,493,10415.7687391189,-61229.1560697985,0
10,"10",800,416,0,-62174.2164054076,0
10,"10",800,444,9378.34109278247,-64021.2571154937,0
10,"10",800,448,9460.97869910607,-62547.1285837398,0
10,"10",800,480,10137.4393340085,-54831.6797397397,0
10,"10",800,480,10139.3164748829,-58178.7584136038,0
10,"10",800,438,9249.76478591144,-58517.9978149704,0
10,"10",800,442,9334.68664733884,-61695.6455048726,0
10,"10",800,422,8912.45385372988,-55058.7465972201,0
10,"10",800,467,9863.36178178505,-61882.7705749205,0
10,"10",800,461,9736.00208117513,-62993.126906158,0
10,"10",800,442,9334.66848588467,-62499.239476551,0
10,"10",800,471,9947.9167204508,-60202.8404316389,0
10,"10",800,448,9460.90476577537,-61881.0486459249,0
10,"10",800,419,8848.44856025695,-58963.1356781027,0
10,"10",800,449,9484.86147587971,-58732.5045361013,0
10,"10",800,493,10411.9547985836,-58274.7944979514,0
10,"10",800,464,9798.75719848654,-61306.7109333724,0
10,"10",800,443,9356.27914374777,-59712.778145928,0
10,"10",800,445,9397.52940037111,-62470.5979520177,0
10,"10",800,419,8850.32183200744,-62287.3010569408,0
10,"10",800,439,9272.12319330999,-58246.2061609259,0
10,"10",800,450,9508.75908769201,-60490.9474925813,0
10,"10",800,487,10285.6537368125,-59631.3990573763,0
10,"10",800,469,9904.81077901517,-61424.9368290587,0
10,"10",800,410,0,-59938.8863374428,0
10,"10",800,457,9651.33850538914,-56219.0147920443,0
10,"10",800,450,9504.24772006791,-64106.7983042848,0
10,"10",800,467,9863.3982002374,-57448.1052190347,0
10,"10",800,497,10498.545881783,-58930.5657871186,0
10,"10",800,455,9609.52428614471,-56119.6168957708,0
10,"10",800,434,9166.20387753591,-61739.6656238815,0
10,"10",800,499,10537.8879950412,-61949.5593559089,0
10,"10",800,436,9207.74141990235,-61355.0487975005,0
10,"10",800,431,9101.85458350056,-61592.3334442589,0
10,"10",800,449,9483.76714841066,-57716.2875513285,0
10,"10",800,467,9862.11879485289,-55989.4466236051,0
10,"10",800,441,9313.08818717195,-62074.1596185228,0
10,"10",800,423,8932.99238503522,-61087.5222836013,0
10,"10",800,460,9714.30288645733,-55405.044934811,0
10,"10",800,459,9693.99333987742,-62614.5871074527,0
10,"10",800,427,9020.84749066533,-62504.8776445041,0
10,"10",800,473,9991.64231086235,-62016.5017556363,0
10,"10",800,456,9632.13764063035,-62716.9298585156,0
10,"10",800,444,9377.2154918658,-61780.7079771402,0
10,"10",800,418,8827.74085565238,-60667.8450529015,0
10,"10",800,407,0,-62593.638178973,0
10,"10",800,452,9545.45732910783,-60993.1358098057,0
10,"10",800,442,9334.6678147194,-59927.7722034802,0
10,"10",800,480,10136.6342446304,-63206.7312129326,0
10,"10",800,454,9588.27223726589,-59165.0284405387,0
10,"10",800,474,10010.0957777372,-56345.3432351355,0
10,"10",800,414,0,-60208.5863480955,0
10,"10",800,429,9059.6206795252,-60436.8841031472,0
10,"10",800,422,8913.93702569305,-60474.2142535675,0
10,"10",800,434,9166.9941423094,-60919.0078334498,0
10,"10",800,456,9629.86595034741,-57310.1413554372,0
10,"10",800,433,9144.117423192,-62560.8487829272,0
10,"10",800,442,9334.15127565756,-61839.8811168158,0
10,"10",800,451,9524.24690354784,-57426.082976516,0
10,"10",800,438,9249.96774425131,-62709.9596807118,0
10,"10",800,451,9524.37517429361,-59617.274638685,0
10,"10",800,459,9693.19306774026,-59766.7294459683,0
10,"10",800,453,9570.73079757123,-57736.6387764853,0
10,"10",800,438,9253.96997944902,-59529.4575405822,0
10,"10",800,445,9398.5566504411,-60043.2538982123,0
10,"10",800,431,9101.898282177,-60735.3976970413,0
10,"10",800,419,8849.4718541531,-63169.7142330217,0
10,"10",800,471,9948.79519073395,-59727.4198267082,0
10,"10",800,451,9525.60247166389,-60937.9939615064,0
10,"10",800,453,9569.75120027797,-57731.8582719973,0
10,"10",800,434,9165.33232758421,-58416.3247998562,0
10,"10",800,489,10327.1959720779,-61154.4352652527,0
10,"10",800,438,9249.77471817868,-62235.4308121667,0
10,"10",800,444,9376.51735799944,-61952.4446189054,0
10,"10",800,471,9946.85689481012,-59377.5854415116,0
